email,label
WORK FROM HOME AND EARN $500/WEEK. NO SKILLS NEEDED. START TODAY!,spam
"Hi John, just wanted to follow up on our meeting scheduled for Monday.",ham
Meet Michael who makes $1000/day trading crypto. Learn his secret!,spam
URGENT: YOUR ACCOUNT WILL BE SUSPENDED. VERIFY IMMEDIATELY AT VERIFY-NOW.NET,spam
Congratulations! You qualify for a $25000 government grant. Apply now.,spam
Exclusive deal for you: laptop at $50000. Order before midnight!,spam
Could you please review the report before our Thursday meeting?,ham
Meeting notes from Monday: Q4 Review discussed. Next steps assigned to Michael.,ham
Your PayPal account is limited. Confirm your identity at verify-now.net immediately.,spam
Your PayPal account is limited. Confirm your identity at claim-prize.co immediately.,spam
I've shared the Budget Analysis presentation with you on Google Drive.,ham
Increase your income by $10000 monthly with our proven system.,spam
FINAL NOTICE: You owe $25000. Pay now to avoid legal action.,spam
Meeting notes from Monday: Budget Analysis discussed. Next steps assigned to Michael.,ham
Hot singles in your area are waiting. Click here to meet them tonight!,spam
The monthly newsletter is ready. Read about updates to laptop and more.,ham
URGENT: Your account will be suspended. Verify immediately at claim-prize.co,spam
Work from home and earn $10000/week. No skills needed. Start today!,spam
You have been selected for a special Chase reward. Claim your $50000 today.,spam
INVESTMENT OPPORTUNITY: 409% RETURNS GUARANTEED. JOIN 5000 INVESTORS.,spam
Please find attached the report for Budget Analysis. Let me know your thoughts.,ham
The team lunch is on Friday at 9:00 AM. Hope to see everyone there!,ham
Lose 16 lbs in 21 days! Miracle pill doctors don't want you to know.,spam
CONGRATULATIONS! YOU QUALIFY FOR A $10000 GOVERNMENT GRANT. APPLY NOW.,spam
Thanks for your email. I'll review the spreadsheet and get back to you by Tuesday.,ham
I've shared the Website Redesign presentation with you on Google Drive.,ham
Thanks for your email. I'll review the contract and get back to you by Monday.,ham
ALERT: UNUSUAL LOGIN DETECTED. CLICK SECURE-LOGIN.XYZ TO SECURE YOUR ACCOUNT NOW.,spam
CONGRATULATIONS! YOU QUALIFY FOR A $10000 GOVERNMENT GRANT. APPLY NOW.,spam
Lose 19 lbs in 21 days! Miracle pill doctors don't want you to know.,spam
URGENT: Your account will be suspended. Verify immediately at secure-login.xyz,spam
FREE offer! Get gift card absolutely free. Limited time offer. Act now!,spam
Congratulations! You've won a $10000 prize. Click here to claim now!,spam
MAKE $10000 FROM HOME EVERY DAY! NO EXPERIENCE NEEDED. 100% GUARANTEED.,spam
Increase your income by $10000 monthly with our proven system.,spam
URGENT: Your account will be suspended. Verify immediately at claim-prize.co,spam
Reminder: Your subscription renews on Thursday. No action needed if you wish to continue.,ham
Investment opportunity: 274% returns guaranteed. Join 10000 investors.,spam
Hot singles in your area are waiting. Click here to meet them tonight!,spam
The monthly newsletter is ready. Read about updates to car and more.,ham
Could you please review the report before our Friday meeting?,ham
Your appointment is confirmed for Tuesday at 9:00 AM with Dr. Lisa.,ham
Please find attached the report for Budget Analysis. Let me know your thoughts.,ham
The quarterly results are in. Please check the attached contract for details.,ham
Just a heads up that I'll be out of office from Tuesday to Tuesday.,ham
The team lunch is on Tuesday at 2:00 PM. Hope to see everyone there!,ham
Quick reminder: the Website Redesign deadline is next Tuesday. Please submit your work.,ham
YOU HAVE BEEN SELECTED FOR A SPECIAL CITI REWARD. CLAIM YOUR $10000 TODAY.,spam
"Hi John, can we reschedule our call to Thursday at 9:00 AM?",ham
"Hi John, just wanted to follow up on our meeting scheduled for Thursday.",ham
Buy vacation package at 90% discount! Today only. Order now for free shipping!,spam
"Hi Emma, just wanted to follow up on our meeting scheduled for Friday.",ham
The team lunch is on Tuesday at 10:30 AM. Hope to see everyone there!,ham
ALERT: Unusual login detected. Click claim-prize.co to secure your account NOW.,spam
Your PayPal account is limited. Confirm your identity at claim-prize.co immediately.,spam
Just a heads up that I'll be out of office from Thursday to Thursday.,ham
Thanks for your email. I'll review the proposal and get back to you by Friday.,ham
Hot singles in your area are waiting. Click here to meet them tonight!,spam
Congratulations! You qualify for a $5000 government grant. Apply now.,spam
Increase your income by $10000 monthly with our proven system.,spam
Hot singles in your area are waiting. Click here to meet them tonight!,spam
Hot singles in your area are waiting. Click here to meet them tonight!,spam
Could you please review the report before our Friday meeting?,ham
Congratulations! You've won a $50000 prize. Click here to claim now!,spam
"Hi Emma, can we reschedule our call to Thursday at 10:30 AM?",ham
LOSE 12 LBS IN 30 DAYS! MIRACLE PILL DOCTORS DON'T WANT YOU TO KNOW.,spam
Your package has been shipped. Expected delivery: Monday. Track at claim-prize.co,ham
Thanks for your email. I'll review the report and get back to you by Tuesday.,ham
I've shared the Marketing Campaign presentation with you on Google Drive.,ham
"Hi Michael, can we reschedule our call to Thursday at 3:30 PM?",ham
"Hi David, just wanted to follow up on our meeting scheduled for Wednesday.",ham
FINAL NOTICE: You owe $10000. Pay now to avoid legal action.,spam
Your appointment is confirmed for Wednesday at 4:00 PM with Dr. Emma.,ham
CONGRATULATIONS! YOU QUALIFY FOR A $25000 GOVERNMENT GRANT. APPLY NOW.,spam
Meet Michael who makes $10000/day trading crypto. Learn his secret!,spam
YOUR COMPUTER HAS 6216 VIRUSES! DOWNLOAD OUR FREE SCANNER IMMEDIATELY.,spam
FINAL NOTICE: You owe $1000. Pay now to avoid legal action.,spam
Exclusive deal for you: vacation package at $500. Order before midnight!,spam
Can you send me the latest version of the contract? Thanks.,ham
"Dear winner, your email has won the PowerBall lottery. Send details to claim.",spam
Congratulations! You've won a $1000 prize. Click here to claim now!,spam
FREE iPhone 15 Pro! You are the 1966th visitor. Claim your prize now.,spam
FINAL NOTICE: You owe $5000. Pay now to avoid legal action.,spam
Investment opportunity: 294% returns guaranteed. Join 25000 investors.,spam
FREE iPhone 13 Max! You are the 2212th visitor. Claim your prize now.,spam
Reminder: Your subscription renews on Tuesday. No action needed if you wish to continue.,ham
Lose 34 lbs in 21 days! Miracle pill doctors don't want you to know.,spam
Increase your income by $500 monthly with our proven system.,spam
The quarterly results are in. Please check the attached report for details.,ham
Congratulations! You qualify for a $10000 government grant. Apply now.,spam
YOUR PAYPAL ACCOUNT IS LIMITED. CONFIRM YOUR IDENTITY AT CLAIM-PRIZE.CO IMMEDIATELY.,spam
FINAL NOTICE: You owe $50000. Pay now to avoid legal action.,spam
Your PayPal account is limited. Confirm your identity at secure-login.xyz immediately.,spam
INCREASE YOUR INCOME BY $5000 MONTHLY WITH OUR PROVEN SYSTEM.,spam
"Hi Emma, just wanted to follow up on our meeting scheduled for Thursday.",ham
"Hi John, can we reschedule our call to Monday at 3:30 PM?",ham
I've shared the Marketing Campaign presentation with you on Google Drive.,ham
Quick reminder: the Q4 Review deadline is next Thursday. Please submit your work.,ham
"Hi John, can we reschedule our call to Tuesday at 10:30 AM?",ham
Lose 20 lbs in 21 days! Miracle pill doctors don't want you to know.,spam
Hot singles in your area are waiting. Click here to meet them tonight!,spam
"Happy birthday, John! Hope you have a wonderful day.",ham
"Hi John, can we reschedule our call to Friday at 10:30 AM?",ham
Congratulations! You've won a $1000 prize. Click here to claim now!,spam
Exclusive deal for you: car at $50000. Order before midnight!,spam
WORK FROM HOME AND EARN $1000/WEEK. NO SKILLS NEEDED. START TODAY!,spam
FREE offer! Get laptop absolutely free. Limited time offer. Act now!,spam
FREE IPHONE 16! YOU ARE THE 6030TH VISITOR. CLAIM YOUR PRIZE NOW.,spam
YOUR COMPUTER HAS 7039 VIRUSES! DOWNLOAD OUR FREE SCANNER IMMEDIATELY.,spam
The team lunch is on Friday at 4:00 PM. Hope to see everyone there!,ham
URGENT: Your account will be suspended. Verify immediately at secure-login.xyz,spam
The quarterly results are in. Please check the attached contract for details.,ham
Just a heads up that I'll be out of office from Thursday to Thursday.,ham
Reminder: Your subscription renews on Tuesday. No action needed if you wish to continue.,ham
Congratulations! You qualify for a $500 government grant. Apply now.,spam
URGENT: Your account will be suspended. Verify immediately at verify-now.net,spam
The quarterly results are in. Please check the attached spreadsheet for details.,ham
EXCLUSIVE DEAL FOR YOU: CAR AT $5000. ORDER BEFORE MIDNIGHT!,spam
Lose 11 lbs in 30 days! Miracle pill doctors don't want you to know.,spam
Could you please review the contract before our Thursday meeting?,ham
MEET EMMA WHO MAKES $50000/DAY TRADING CRYPTO. LEARN HIS SECRET!,spam
INCREASE YOUR INCOME BY $5000 MONTHLY WITH OUR PROVEN SYSTEM.,spam
Investment opportunity: 416% returns guaranteed. Join 500 investors.,spam
Reminder: Your subscription renews on Monday. No action needed if you wish to continue.,ham
Exclusive deal for you: laptop at $1000. Order before midnight!,spam
Lose 32 lbs in 14 days! Miracle pill doctors don't want you to know.,spam
Please find attached the report for Marketing Campaign. Let me know your thoughts.,ham
Hot singles in your area are waiting. Click here to meet them tonight!,spam
Meeting notes from Monday: Budget Analysis discussed. Next steps assigned to Michael.,ham
Exclusive deal for you: laptop at $1000. Order before midnight!,spam
Work from home and earn $500/week. No skills needed. Start today!,spam
Reminder: Your subscription renews on Tuesday. No action needed if you wish to continue.,ham
INVESTMENT OPPORTUNITY: 210% RETURNS GUARANTEED. JOIN 1000 INVESTORS.,spam
Quick reminder: the Website Redesign deadline is next Monday. Please submit your work.,ham
Exclusive deal for you: car at $25000. Order before midnight!,spam
"Hi Lisa, just wanted to follow up on our meeting scheduled for Thursday.",ham
Your PayPal account is limited. Confirm your identity at claim-prize.co immediately.,spam
Your PayPal account is limited. Confirm your identity at claim-prize.co immediately.,spam
"Happy birthday, Lisa! Hope you have a wonderful day.",ham
Your PayPal account is limited. Confirm your identity at claim-prize.co immediately.,spam
You have been selected for a special Citi reward. Claim your $50000 today.,spam
The team lunch is on Thursday at 3:30 PM. Hope to see everyone there!,ham
The monthly newsletter is ready. Read about updates to gift card and more.,ham
URGENT: Your account will be suspended. Verify immediately at secure-login.xyz,spam
Just a heads up that I'll be out of office from Monday to Monday.,ham
YOUR PAYPAL ACCOUNT IS LIMITED. CONFIRM YOUR IDENTITY AT VERIFY-NOW.NET IMMEDIATELY.,spam
EXCLUSIVE DEAL FOR YOU: IPHONE AT $25000. ORDER BEFORE MIDNIGHT!,spam
"Hi David, just wanted to follow up on our meeting scheduled for Wednesday.",ham
Investment opportunity: 263% returns guaranteed. Join 500 investors.,spam
WORK FROM HOME AND EARN $1000/WEEK. NO SKILLS NEEDED. START TODAY!,spam
"Hi, I'm reaching out regarding the Software Engineer position at our company.",ham
Just a heads up that I'll be out of office from Thursday to Thursday.,ham
ALERT: Unusual login detected. Click claim-prize.co to secure your account NOW.,spam
Your appointment is confirmed for Wednesday at 3:30 PM with Dr. David.,ham
The quarterly results are in. Please check the attached spreadsheet for details.,ham
The quarterly results are in. Please check the attached contract for details.,ham
Just a heads up that I'll be out of office from Wednesday to Wednesday.,ham
Increase your income by $1000 monthly with our proven system.,spam
"Happy birthday, David! Hope you have a wonderful day.",ham
The team lunch is on Tuesday at 3:30 PM. Hope to see everyone there!,ham
Could you please review the contract before our Tuesday meeting?,ham
Thanks for your email. I'll review the report and get back to you by Thursday.,ham
Increase your income by $10000 monthly with our proven system.,spam
Meet John who makes $500/day trading crypto. Learn his secret!,spam
"Hi Sarah, just wanted to follow up on our meeting scheduled for Wednesday.",ham
"DEAR WINNER, YOUR EMAIL HAS WON THE MEGA MILLIONS LOTTERY. SEND DETAILS TO CLAIM.",spam
"Happy birthday, David! Hope you have a wonderful day.",ham
FREE IPHONE 15 PRO! YOU ARE THE 4770TH VISITOR. CLAIM YOUR PRIZE NOW.,spam
Congratulations! You qualify for a $10000 government grant. Apply now.,spam
Exclusive deal for you: car at $500. Order before midnight!,spam
YOUR COMPUTER HAS 6660 VIRUSES! DOWNLOAD OUR FREE SCANNER IMMEDIATELY.,spam
The quarterly results are in. Please check the attached spreadsheet for details.,ham
INVESTMENT OPPORTUNITY: 96% RETURNS GUARANTEED. JOIN 1000 INVESTORS.,spam
Congratulations! You qualify for a $50000 government grant. Apply now.,spam
Your appointment is confirmed for Thursday at 3:30 PM with Dr. Emma.,ham
CONGRATULATIONS! YOU QUALIFY FOR A $500 GOVERNMENT GRANT. APPLY NOW.,spam
Just a heads up that I'll be out of office from Monday to Monday.,ham
Buy laptop at 90% discount! Today only. Order now for free shipping!,spam
Meeting notes from Wednesday: Q4 Review discussed. Next steps assigned to Lisa.,ham
Congratulations! You've won a $25000 prize. Click here to claim now!,spam
Meeting notes from Friday: Website Redesign discussed. Next steps assigned to John.,ham
You have been selected for a special Citi reward. Claim your $10000 today.,spam
Congratulations! You've won a $5000 prize. Click here to claim now!,spam
Make $500 from home every day! No experience needed. 100% guaranteed.,spam
MAKE $50000 FROM HOME EVERY DAY! NO EXPERIENCE NEEDED. 100% GUARANTEED.,spam
Thanks for your email. I'll review the proposal and get back to you by Tuesday.,ham
EXCLUSIVE DEAL FOR YOU: CAR AT $10000. ORDER BEFORE MIDNIGHT!,spam
The quarterly results are in. Please check the attached presentation for details.,ham
"Hi, I'm reaching out regarding the Designer position at our company.",ham
Make $25000 from home every day! No experience needed. 100% guaranteed.,spam
Work from home and earn $10000/week. No skills needed. Start today!,spam
HOT SINGLES IN YOUR AREA ARE WAITING. CLICK HERE TO MEET THEM TONIGHT!,spam
Meeting notes from Tuesday: Marketing Campaign discussed. Next steps assigned to Sarah.,ham
Investment opportunity: 250% returns guaranteed. Join 1000 investors.,spam
"Dear winner, your email has won the Mega Millions lottery. Send details to claim.",spam
Please find attached the report for Marketing Campaign. Let me know your thoughts.,ham
Exclusive deal for you: iPhone at $10000. Order before midnight!,spam
Quick reminder: the Website Redesign deadline is next Tuesday. Please submit your work.,ham
"Hi Sarah, your order #8483 has been processed successfully.",ham
Congratulations! You've won a $25000 prize. Click here to claim now!,spam
Investment opportunity: 392% returns guaranteed. Join 25000 investors.,spam
WORK FROM HOME AND EARN $25000/WEEK. NO SKILLS NEEDED. START TODAY!,spam
FREE offer! Get vacation package absolutely free. Limited time offer. Act now!,spam
Can you send me the latest version of the spreadsheet? Thanks.,ham
Congratulations! You qualify for a $50000 government grant. Apply now.,spam
Please find attached the report for Q4 Review. Let me know your thoughts.,ham
Investment opportunity: 259% returns guaranteed. Join 1000 investors.,spam
Reminder: Your subscription renews on Friday. No action needed if you wish to continue.,ham
The team lunch is on Monday at 9:00 AM. Hope to see everyone there!,ham
URGENT: YOUR ACCOUNT WILL BE SUSPENDED. VERIFY IMMEDIATELY AT SECURE-LOGIN.XYZ,spam
Your computer has 821 viruses! Download our free scanner immediately.,spam
Quick reminder: the Budget Analysis deadline is next Thursday. Please submit your work.,ham
YOU HAVE BEEN SELECTED FOR A SPECIAL BANK OF AMERICA REWARD. CLAIM YOUR $1000 TODAY.,spam
Meet John who makes $500/day trading crypto. Learn his secret!,spam
Exclusive deal for you: vacation package at $10000. Order before midnight!,spam
Investment opportunity: 448% returns guaranteed. Join 25000 investors.,spam
"Happy birthday, David! Hope you have a wonderful day.",ham
Hot singles in your area are waiting. Click here to meet them tonight!,spam
The team lunch is on Thursday at 9:00 AM. Hope to see everyone there!,ham
MEET SARAH WHO MAKES $25000/DAY TRADING CRYPTO. LEARN HIS SECRET!,spam
FINAL NOTICE: You owe $50000. Pay now to avoid legal action.,spam
Quick reminder: the Q4 Review deadline is next Wednesday. Please submit your work.,ham
"Hi, I'm reaching out regarding the Software Engineer position at our company.",ham
WORK FROM HOME AND EARN $5000/WEEK. NO SKILLS NEEDED. START TODAY!,spam
Work from home and earn $5000/week. No skills needed. Start today!,spam
Could you please review the presentation before our Friday meeting?,ham
CONGRATULATIONS! YOU'VE WON A $5000 PRIZE. CLICK HERE TO CLAIM NOW!,spam
Exclusive deal for you: vacation package at $1000. Order before midnight!,spam
Lose 23 lbs in 30 days! Miracle pill doctors don't want you to know.,spam
"Hi Sarah, can we reschedule our call to Wednesday at 2:00 PM?",ham
FREE offer! Get car absolutely free. Limited time offer. Act now!,spam
Your package has been shipped. Expected delivery: Wednesday. Track at claim-prize.co,ham
"Happy birthday, Emma! Hope you have a wonderful day.",ham
The quarterly results are in. Please check the attached presentation for details.,ham
Buy car at 90% discount! Today only. Order now for free shipping!,spam
ALERT: Unusual login detected. Click verify-now.net to secure your account NOW.,spam
Your PayPal account is limited. Confirm your identity at claim-prize.co immediately.,spam
"Hi John, can we reschedule our call to Monday at 9:00 AM?",ham
Hot singles in your area are waiting. Click here to meet them tonight!,spam
Could you please review the proposal before our Thursday meeting?,ham
Thanks for your email. I'll review the spreadsheet and get back to you by Thursday.,ham
Can you send me the latest version of the contract? Thanks.,ham
YOUR COMPUTER HAS 6520 VIRUSES! DOWNLOAD OUR FREE SCANNER IMMEDIATELY.,spam
Meet David who makes $1000/day trading crypto. Learn his secret!,spam
Investment opportunity: 150% returns guaranteed. Join 50000 investors.,spam
"Hi, I'm reaching out regarding the Software Engineer position at our company.",ham
Please find attached the report for Marketing Campaign. Let me know your thoughts.,ham
Reminder: Your subscription renews on Thursday. No action needed if you wish to continue.,ham
"Hi, I'm reaching out regarding the Data Analyst position at our company.",ham
FREE OFFER! GET LAPTOP ABSOLUTELY FREE. LIMITED TIME OFFER. ACT NOW!,spam
Please find attached the report for Budget Analysis. Let me know your thoughts.,ham
Could you please review the spreadsheet before our Tuesday meeting?,ham
EXCLUSIVE DEAL FOR YOU: IPHONE AT $50000. ORDER BEFORE MIDNIGHT!,spam
YOUR COMPUTER HAS 8068 VIRUSES! DOWNLOAD OUR FREE SCANNER IMMEDIATELY.,spam
Meet David who makes $500/day trading crypto. Learn his secret!,spam
Your appointment is confirmed for Monday at 10:30 AM with Dr. John.,ham
"Hi David, can we reschedule our call to Wednesday at 9:00 AM?",ham
Increase your income by $5000 monthly with our proven system.,spam
Exclusive deal for you: car at $10000. Order before midnight!,spam
"Happy birthday, John! Hope you have a wonderful day.",ham
URGENT: Your account will be suspended. Verify immediately at claim-prize.co,spam
Your computer has 9164 viruses! Download our free scanner immediately.,spam
The Budget Analysis is on track. We completed 330% of the milestones this week.,ham
The team lunch is on Thursday at 9:00 AM. Hope to see everyone there!,ham
You have been selected for a special Citi reward. Claim your $50000 today.,spam
You have been selected for a special Chase reward. Claim your $50000 today.,spam
Exclusive deal for you: car at $500. Order before midnight!,spam
The quarterly results are in. Please check the attached contract for details.,ham
Lose 21 lbs in 30 days! Miracle pill doctors don't want you to know.,spam
Meeting notes from Monday: Q4 Review discussed. Next steps assigned to David.,ham
Your computer has 7820 viruses! Download our free scanner immediately.,spam
Your appointment is confirmed for Wednesday at 9:00 AM with Dr. Lisa.,ham
"Hi Emma, can we reschedule our call to Thursday at 3:30 PM?",ham
Please find attached the report for Q4 Review. Let me know your thoughts.,ham
The monthly newsletter is ready. Read about updates to gift card and more.,ham
Can you send me the latest version of the spreadsheet? Thanks.,ham
URGENT: YOUR ACCOUNT WILL BE SUSPENDED. VERIFY IMMEDIATELY AT SECURE-LOGIN.XYZ,spam
Please find attached the report for Marketing Campaign. Let me know your thoughts.,ham
Your package has been shipped. Expected delivery: Thursday. Track at secure-login.xyz,ham
"Dear winner, your email has won the Mega Millions lottery. Send details to claim.",spam
Work from home and earn $5000/week. No skills needed. Start today!,spam
The quarterly results are in. Please check the attached proposal for details.,ham
"Hi David, can we reschedule our call to Friday at 2:00 PM?",ham
"Happy birthday, Emma! Hope you have a wonderful day.",ham
MAKE $500 FROM HOME EVERY DAY! NO EXPERIENCE NEEDED. 100% GUARANTEED.,spam
Exclusive deal for you: gift card at $50000. Order before midnight!,spam
Exclusive deal for you: iPhone at $5000. Order before midnight!,spam
Just a heads up that I'll be out of office from Thursday to Thursday.,ham
Please find attached the report for Q4 Review. Let me know your thoughts.,ham
ALERT: Unusual login detected. Click verify-now.net to secure your account NOW.,spam
The Website Redesign is on track. We completed 289% of the milestones this week.,ham
Could you please review the contract before our Friday meeting?,ham
Hot singles in your area are waiting. Click here to meet them tonight!,spam
FREE offer! Get car absolutely free. Limited time offer. Act now!,spam
Your appointment is confirmed for Thursday at 2:00 PM with Dr. Sarah.,ham
Could you please review the report before our Monday meeting?,ham
Congratulations! You qualify for a $10000 government grant. Apply now.,spam
The monthly newsletter is ready. Read about updates to car and more.,ham
Buy laptop at 90% discount! Today only. Order now for free shipping!,spam
The quarterly results are in. Please check the attached report for details.,ham
"Happy birthday, Michael! Hope you have a wonderful day.",ham
Please find attached the report for Q4 Review. Let me know your thoughts.,ham
INCREASE YOUR INCOME BY $1000 MONTHLY WITH OUR PROVEN SYSTEM.,spam
Congratulations! You've won a $1000 prize. Click here to claim now!,spam
"Happy birthday, David! Hope you have a wonderful day.",ham
YOUR COMPUTER HAS 4181 VIRUSES! DOWNLOAD OUR FREE SCANNER IMMEDIATELY.,spam
Investment opportunity: 303% returns guaranteed. Join 1000 investors.,spam
Work from home and earn $1000/week. No skills needed. Start today!,spam
Make $10000 from home every day! No experience needed. 100% guaranteed.,spam
HOT SINGLES IN YOUR AREA ARE WAITING. CLICK HERE TO MEET THEM TONIGHT!,spam
MEET MICHAEL WHO MAKES $5000/DAY TRADING CRYPTO. LEARN HIS SECRET!,spam
Your package has been shipped. Expected delivery: Thursday. Track at verify-now.net,ham
ALERT: Unusual login detected. Click secure-login.xyz to secure your account NOW.,spam
Your appointment is confirmed for Monday at 10:30 AM with Dr. David.,ham
CONGRATULATIONS! YOU QUALIFY FOR A $500 GOVERNMENT GRANT. APPLY NOW.,spam
"Hi Sarah, can we reschedule our call to Thursday at 2:00 PM?",ham
Please find attached the report for Budget Analysis. Let me know your thoughts.,ham
I've shared the Q4 Review presentation with you on Google Drive.,ham
Thanks for your email. I'll review the contract and get back to you by Wednesday.,ham
Thanks for your email. I'll review the proposal and get back to you by Tuesday.,ham
"Hi John, can we reschedule our call to Thursday at 9:00 AM?",ham
The quarterly results are in. Please check the attached report for details.,ham
ALERT: Unusual login detected. Click claim-prize.co to secure your account NOW.,spam
CONGRATULATIONS! YOU'VE WON A $1000 PRIZE. CLICK HERE TO CLAIM NOW!,spam
Your computer has 6715 viruses! Download our free scanner immediately.,spam
Just a heads up that I'll be out of office from Friday to Friday.,ham
Your computer has 3030 viruses! Download our free scanner immediately.,spam
Your appointment is confirmed for Tuesday at 2:00 PM with Dr. Emma.,ham
I've shared the Q4 Review presentation with you on Google Drive.,ham
Reminder: Your subscription renews on Tuesday. No action needed if you wish to continue.,ham
FINAL NOTICE: YOU OWE $25000. PAY NOW TO AVOID LEGAL ACTION.,spam
Your computer has 3032 viruses! Download our free scanner immediately.,spam
Investment opportunity: 206% returns guaranteed. Join 25000 investors.,spam
EXCLUSIVE DEAL FOR YOU: LAPTOP AT $500. ORDER BEFORE MIDNIGHT!,spam
Work from home and earn $50000/week. No skills needed. Start today!,spam
ALERT: Unusual login detected. Click claim-prize.co to secure your account NOW.,spam
"Happy birthday, Emma! Hope you have a wonderful day.",ham
The team lunch is on Friday at 3:30 PM. Hope to see everyone there!,ham
"Hi, I'm reaching out regarding the Designer position at our company.",ham
Quick reminder: the Marketing Campaign deadline is next Wednesday. Please submit your work.,ham
Please find attached the report for Budget Analysis. Let me know your thoughts.,ham
Congratulations! You've won a $25000 prize. Click here to claim now!,spam
"DEAR WINNER, YOUR EMAIL HAS WON THE MEGA MILLIONS LOTTERY. SEND DETAILS TO CLAIM.",spam
Your appointment is confirmed for Wednesday at 10:30 AM with Dr. John.,ham
INVESTMENT OPPORTUNITY: 85% RETURNS GUARANTEED. JOIN 25000 INVESTORS.,spam
FINAL NOTICE: You owe $1000. Pay now to avoid legal action.,spam
"Hi Michael, can we reschedule our call to Thursday at 9:00 AM?",ham
Quick reminder: the Budget Analysis deadline is next Wednesday. Please submit your work.,ham
Increase your income by $25000 monthly with our proven system.,spam
"Hi David, can we reschedule our call to Monday at 3:30 PM?",ham
Make $50000 from home every day! No experience needed. 100% guaranteed.,spam
Can you send me the latest version of the contract? Thanks.,ham
Congratulations! You've won a $1000 prize. Click here to claim now!,spam
Your package has been shipped. Expected delivery: Monday. Track at claim-prize.co,ham
Your PayPal account is limited. Confirm your identity at secure-login.xyz immediately.,spam
ALERT: Unusual login detected. Click claim-prize.co to secure your account NOW.,spam
Thanks for your email. I'll review the contract and get back to you by Monday.,ham
Increase your income by $25000 monthly with our proven system.,spam
YOU HAVE BEEN SELECTED FOR A SPECIAL WELLS FARGO REWARD. CLAIM YOUR $25000 TODAY.,spam
Just a heads up that I'll be out of office from Monday to Monday.,ham
Meet Michael who makes $500/day trading crypto. Learn his secret!,spam
Hot singles in your area are waiting. Click here to meet them tonight!,spam
"Hi Sarah, just wanted to follow up on our meeting scheduled for Wednesday.",ham
URGENT: Your account will be suspended. Verify immediately at verify-now.net,spam
Your computer has 7550 viruses! Download our free scanner immediately.,spam
Buy gift card at 90% discount! Today only. Order now for free shipping!,spam
Work from home and earn $1000/week. No skills needed. Start today!,spam
"Hi John, just wanted to follow up on our meeting scheduled for Tuesday.",ham
Your computer has 4192 viruses! Download our free scanner immediately.,spam
Lose 45 lbs in 21 days! Miracle pill doctors don't want you to know.,spam
Quick reminder: the Q4 Review deadline is next Tuesday. Please submit your work.,ham
Your package has been shipped. Expected delivery: Wednesday. Track at secure-login.xyz,ham
The Budget Analysis is on track. We completed 195% of the milestones this week.,ham
Exclusive deal for you: laptop at $50000. Order before midnight!,spam
"Hi Sarah, can we reschedule our call to Monday at 2:00 PM?",ham
I've shared the Website Redesign presentation with you on Google Drive.,ham
"Hi, I'm reaching out regarding the Software Engineer position at our company.",ham
Can you send me the latest version of the report? Thanks.,ham
Buy car at 90% discount! Today only. Order now for free shipping!,spam
Meet Emma who makes $10000/day trading crypto. Learn his secret!,spam
Your PayPal account is limited. Confirm your identity at secure-login.xyz immediately.,spam
Thanks for your email. I'll review the presentation and get back to you by Thursday.,ham
"Hi Sarah, can we reschedule our call to Tuesday at 10:30 AM?",ham
FREE offer! Get gift card absolutely free. Limited time offer. Act now!,spam
Please find attached the report for Website Redesign. Let me know your thoughts.,ham
Just a heads up that I'll be out of office from Wednesday to Wednesday.,ham
Quick reminder: the Marketing Campaign deadline is next Tuesday. Please submit your work.,ham
The monthly newsletter is ready. Read about updates to gift card and more.,ham
The team lunch is on Tuesday at 10:30 AM. Hope to see everyone there!,ham
The Budget Analysis is on track. We completed 363% of the milestones this week.,ham
"Dear winner, your email has won the UK National lottery. Send details to claim.",spam
Quick reminder: the Marketing Campaign deadline is next Monday. Please submit your work.,ham
HOT SINGLES IN YOUR AREA ARE WAITING. CLICK HERE TO MEET THEM TONIGHT!,spam
FREE iPhone 16! You are the 186th visitor. Claim your prize now.,spam
The monthly newsletter is ready. Read about updates to laptop and more.,ham
Lose 17 lbs in 14 days! Miracle pill doctors don't want you to know.,spam
FINAL NOTICE: You owe $10000. Pay now to avoid legal action.,spam
Just a heads up that I'll be out of office from Wednesday to Wednesday.,ham
YOU HAVE BEEN SELECTED FOR A SPECIAL CHASE REWARD. CLAIM YOUR $500 TODAY.,spam
URGENT: Your account will be suspended. Verify immediately at claim-prize.co,spam
FINAL NOTICE: You owe $5000. Pay now to avoid legal action.,spam
Quick reminder: the Q4 Review deadline is next Tuesday. Please submit your work.,ham
Quick reminder: the Website Redesign deadline is next Friday. Please submit your work.,ham
YOU HAVE BEEN SELECTED FOR A SPECIAL BANK OF AMERICA REWARD. CLAIM YOUR $10000 TODAY.,spam
YOUR COMPUTER HAS 6415 VIRUSES! DOWNLOAD OUR FREE SCANNER IMMEDIATELY.,spam
Your appointment is confirmed for Wednesday at 4:00 PM with Dr. Lisa.,ham
Meet Emma who makes $1000/day trading crypto. Learn his secret!,spam
Can you send me the latest version of the presentation? Thanks.,ham
"Hi David, your order #4730 has been processed successfully.",ham
"Happy birthday, David! Hope you have a wonderful day.",ham
Your appointment is confirmed for Friday at 4:00 PM with Dr. John.,ham
FREE IPHONE 14! YOU ARE THE 5045TH VISITOR. CLAIM YOUR PRIZE NOW.,spam
